text,label
"Thủ tục áp dụng biện pháp tạm dừng làm thủ tục hải quan 1. Khi người yêu cầu tạm dừng làm thủ tục hải quan đã thực hiện đầy đủ các nghĩa vụ quy định tại Điều 217 của Luật này thì cơ quan hải quan ra quyết định tạm dừng làm thủ tục hải quan đối với lô hàng. 2. Thời hạn tạm dừng làm thủ tục hải quan là mười ngày làm việc, kể từ ngày ra quyết định. Trong trường hợp người yêu cầu tạm dừng có lý do chính đáng thì thời hạn này có thể kéo dài, nhưng không được quá hai mươi ngày làm việc với điều kiện người yêu cầu tạm dừng thủ tục hải quan phải nộp thêm khoản bảo đảm quy định tại khoản 2 Điều 217 của Luật này. 3. Khi kết thúc thời hạn quy định tại khoản 2 Điều này mà người yêu cầu tạm dừng làm thủ tục hải quan không khởi kiện dân sự và cơ quan hải quan không quyết định thụ lý vụ việc theo thủ tục xử lý vi phạm hành chính đối với người xuất khẩu, nhập khẩu lô hàng thì cơ quan hải quan có trách nhiệm sau đây: a) Tiếp tục làm thủ tục hải quan cho lô hàng; b) Buộc người yêu cầu tạm dừng làm thủ tục hải quan phải bồi thường cho chủ lô hàng toàn bộ thiệt hại do yêu cầu tạm dừng làm thủ tục hải quan không đúng gây ra và phải thanh toán các chi phí lưu kho bãi, bảo quản hàng hóa và các chi phí phát sinh khác cho cơ quan hải quan và cơ quan, tổ chức, cá nhân khác có liên quan theo quy định của pháp luật về hải quan; c) Hoàn trả cho người yêu cầu tạm dừng làm thủ tục hải quan khoản tiền bảo đảm còn lại sau khi đã thực hiện xong nghĩa vụ bồi thường và thanh toán các chi phí quy định tại điểm b khoản này.",Luật Hành chính
"Nhà nước khuyến khích người sử dụng đất đầu tư lao động, vật tư, tiền vốn và áp dụng các thành tựu khoa học - kỹ thuật vào các việc sau đây: - Làm tăng giá trị sử dụng đất; - Thâm canh, tăng vụ, nâng cao hiệu quả sử dụng đất; - Khai hoang, vỡ hoá, lấn biển, phủ xanh đất trống, đồi núi trọc, đất cồn cát ven biển để mở rộng diện tích đất sản xuất nông nghiệp, lâm nghiệp, nuôi trồng thuỷ sản và làm muối; - Bảo vệ, cải tạo, làm tăng độ mầu mỡ của đất; - Sử dụng tiết kiệm đất.",Luật Lao động
"4. Điều kiện đầu tư kinh doanh phải được quy định phù hợp với lý do quy định tại khoản 1 Điều này và phải bảo đảm công khai, minh bạch, khách quan, tiết kiệm thời gian, chi phí tuân thủ của nhà đầu tư. 5. Quy định về điều kiện đầu tư kinh doanh phải có các nội dung sau đây: a) Đối tượng và phạm vi áp dụng điều kiện đầu tư kinh doanh; b) Hình thức áp dụng điều kiện đầu tư kinh doanh; c) Nội dung điều kiện đầu tư kinh doanh; d) Hồ sơ, trình tự, thủ tục hành chính để tuân thủ điều kiện đầu tư kinh doanh (nếu có); đ) Cơ quan quản lý nhà nước, cơ quan có thẩm quyền giải quyết thủ tục hành chính đối với điều kiện đầu tư kinh doanh; e) Thời hạn có hiệu lực của giấy phép, giấy chứng nhận, chứng chỉ hoặc văn bản xác nhận, chấp thuận khác (nếu có). 6. Điều kiện đầu tư kinh doanh được áp dụng theo các hình thức sau đây: a) Giấy phép; b) Giấy chứng nhận; c) Chứng chỉ; d) Văn bản xác nhận, chấp thuận; đ) Các yêu cầu khác mà cá nhân, tổ chức kinh tế phải đáp ứng để thực hiện hoạt động đầu tư kinh doanh mà không cần phải có xác nhận bằng văn bản của cơ quan có thẩm quyền. 7. Ngành, nghề đầu tư kinh doanh có điều kiện và điều kiện đầu tư kinh doanh đối với ngành, nghề đó phải được đăng tải trên Cổng thông tin quốc gia về đăng ký doanh nghiệp. 8. Chính phủ quy định chi tiết việc công bố và kiểm soát điều kiện đầu tư kinh doanh.",Luật Thương mại
"Người phiên dịch 1. Người phiên dịch là người có khả năng dịch từ một ngôn ngữ khác ra tiếng Việt và ngược lại trong trường hợp có người tham gia tố tụng không sử dụng được tiếng Việt. Người phiên dịch được các bên đương sự thoả thuận lựa chọn và được Toà án chấp nhận hoặc được Toà án yêu cầu để phiên dịch. 2. Người phiên dịch có các quyền, nghĩa vụ sau đây: a) Phải có mặt theo giấy triệu tập của Toà án; b) Phải phiên dịch trung thực, khách quan, đúng nghĩa; c) Đề nghị người tiến hành tố tụng, người tham gia tố tụng giải thích thêm lời nói cần phiên dịch; d) Không được tiếp xúc với những người tham gia tố tụng khác nếu việc tiếp xúc đó làm ảnh hưởng đến tính trung thực, khách quan, đúng nghĩa khi phiên dịch; đ) Được hưởng các khoản phí đi lại và các chế độ khác theo quy định của pháp luật; e) Phải cam đoan trước Toà án về việc thực hiện quyền, nghĩa vụ của mình. 3. Người phiên dịch cố ý dịch sai sự thật hoặc khi được Toà án triệu tập mà vắng mặt không có lý do chính đáng thì phải chịu trách nhiệm theo quy định của pháp luật. 4. Người phiên dịch phải từ chối hoặc bị thay đổi trong những trường hợp sau đây: a) Đồng thời là đương sự, người đại diện, người thân thích của đương sự; b) Đã tham gia tố tụng với tư cách là người bảo vệ quyền và lợi ích hợp pháp của đương sự, người làm chứng, người giám định trong cùng vụ án đó; c) Đã tiến hành tố tụng với tư cách là Thẩm phán, Hội thẩm nhân dân, Thư ký Toà án, Kiểm sát viên; d) Có căn cứ rõ ràng cho rằng họ có thể không vô tư trong khi làm nhiệm vụ. 5. Những quy định của Điều này cũng được áp dụng đối với người biết dấu hiệu của người câm, người điếc. Trong trường hợp chỉ có người đại diện hoặc người thân thích của người câm, người điếc biết được dấu hiệu của họ thì người đại diện hoặc người thân thích có thể được Toà án chấp nhận làm phiên dịch cho người câm, người điếc đó.",Luật Khác
"Việc thực hiện biện pháp bảo đảm được bắt đầu từ thời điểm Hội đồng xét xử ra quyết định buộc thực hiện biện pháp bảo đảm, nhưng người yêu cầu phải xuất trình chứng cứ về việc đã thực hiện xong biện pháp bảo đảm trước khi Hội đồng xét xử vào phòng nghị án; nếu không chấp nhận yêu cầu áp dụng biện pháp khẩn cấp tạm thời thì Hội đồng xét xử phải thông báo ngay tại phòng xử án và ghi vào biên bản phiên tòa. 3. Đối với trường hợp yêu cầu áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 2 Điều 111 của Bộ luật này thì sau khi nhận được đơn yêu cầu cùng với đơn khởi kiện và chứng cứ kèm theo, Chánh án Tòa án phân công ngay một Thẩm phán thụ lý giải quyết đơn yêu cầu. Trong thời hạn 48 giờ, kể từ thời điểm nhận được đơn yêu cầu, Thẩm phán phải xem xét và ra quyết định áp dụng biện pháp khẩn cấp tạm thời; nếu không chấp nhận yêu cầu thì Thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu biết. 4. Trường hợp áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 10 và khoản 11 Điều 114 của Bộ luật này thì chỉ được phong tỏa tài khoản, tài sản có giá trị tương đương với nghĩa vụ tài sản mà người bị áp dụng biện pháp khẩn cấp tạm thời có nghĩa vụ phải thực hiện.",Luật Hình sự
"Những trường hợp thừa kế theo pháp luật 1- Thừa kế theo pháp luật được áp dụng trong những trường hợp sau đây: a) Không có di chúc; b) Di chúc không hợp pháp; c) Những người thừa kế theo di chúc đều chết trước hoặc chết cùng thời điểm với người lập di chúc; cơ quan, tổ chức được hưởng thừa kế theo di chúc không còn vào thời điểm mở thừa kế; d) Những người được chỉ định làm người thừa kế theo di chúc mà không có quyền hưởng di sản hoặc từ chối quyền hưởng di sản. 2- Thừa kế theo pháp luật cũng được áp dụng đối với các phần di sản sau đây: a) Phần di sản không được định đoạt trong di chúc; b) Phần di sản có liên quan đến phần của di chúc không có hiệu lực; c) Phần di sản có liên quan đến người được thừa kế theo di chúc nhưng họ không có quyền hưởng di sản, từ chối quyền hưởng di sản, chết trước hoặc chết cùng thời điểm với người lập di chúc; liên quan đến cơ quan, tổ chức được hưởng di sản theo di chúc, nhưng không còn vào thời điểm mở thừa kế.",Luật Dân sự
"Cấm hoặc buộc thực hiện hành vi nhất định Cấm hoặc buộc thực hiện hành vi nhất định được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho rằng đương sự thực hiện hoặc không thực hiện hành vi nhất định làm ảnh hưởng đến việc giải quyết vụ án hoặc quyền, lợi ích hợp pháp của người khác có liên quan trong vụ án đang được Tòa án giải quyết.",Luật Khác
"Bản đồ hành chính 1. Bản đồ hành chính của địa phương nào thì được lập trên cơ sở bản đồ địa giới hành chính của địa phương đó. 2. Việc lập bản đồ hành chính được quy định như sau: a) Bộ Tài nguyên và Môi trường chỉ đạo việc lập bản đồ hành chính các cấp trong phạm vi cả nước và tổ chức thực hiện việc lập bản đồ hành chính toàn quốc, tỉnh, thành phố trực thuộc trung ương; b) Uỷ ban nhân dân tỉnh, thành phố trực thuộc trung ương tổ chức thực hiện việc lập bản đồ hành chính huyện, quận, thị xã, thành phố thuộc tỉnh.",Luật Hành chính
"Quyết định hình phạt trong trường hợp chuẩn bị phạm tội, phạm tội chưa đạt 1. Đối với hành vi chuẩn bị phạm tội và hành vi phạm tội chưa đạt, hình phạt đựơc quyết định theo các điều của Bộ luật này về các tội phạm tương ứng tùy theo tính chất, mức độ nguy hiểm cho xã hội của hành vi, mức độ thực hiện ý định phạm tội và những tình tiết khác khiến cho tội phạm không thực hiện được đến cùng. 2. Đối với trường hợp chuẩn bị phạm tội, nếu điều luật được áp dụng có quy định hình phạt cao nhất là tù chung thân hoặc tử hình, thì mức hình phạt cao nhất được áp dụng là không quá hai mươi năm tù; nếu là tù có thời hạn thì mức hình phạt không quá một phần hai mức phạt tù mà điều luật quy định. 3. Đối với trường hợp phạm tội chưa đạt, nếu điều luật được áp dụng có quy định hình phạt cao nhất là tù chung thân hoặc tử hình, thì chỉ có thể áp dụng các hình phạt này trong trường hợp đặc biệt nghiêm trọng; nếu là tù có thời hạn thì mức hình phạt không quá ba phần tư mức phạt tù mà điều luật quy định.",Luật Hình sự
"Tính đồng nhất của giống cây trồng Giống cây trồng được coi là có tính đồng nhất nếu có sự biểu hiện như nhau về các tính trạng liên quan, trừ những sai lệch trong phạm vi cho phép đối với một số tính trạng cụ thể trong quá trình nhân giống.",Luật Khác
"Khi vắng mặt, Thủ trưởng Cơ quan điều tra ủy quyền cho một Phó Thủ trưởng Cơ quan điều tra thực hiện nhiệm vụ, quyền hạn của Thủ trưởng Cơ quan điều tra. Phó Thủ trưởng chịu trách nhiệm trước Thủ trưởng về nhiệm vụ được ủy quyền. 2. Khi tiến hành tố tụng hình sự, Thủ trưởng Cơ quan điều tra có những nhiệm vụ, quyền hạn: a) Quyết định tạm đình chỉ việc giải quyết tố giác, tin báo về tội phạm, kiến nghị khởi tố; quyết định khởi tố, không khởi tố, bổ sung hoặc thay đổi quyết định khởi tố vụ án; quyết định khởi tố, bổ sung hoặc thay đổi quyết định khởi tố bị can; quyết định nhập hoặc tách vụ án; quyết định ủy thác điều tra; b) Quyết định áp dụng, thay đổi, hủy bỏ biện pháp ngăn chặn, biện pháp cưỡng chế, biện pháp điều tra tố tụng đặc biệt theo quy định của Bộ luật này; c) Quyết định truy nã, đình nã bị can, khám xét, thu giữ, tạm giữ, xử lý vật chứng; d) Quyết định trưng cầu giám định, giám định bổ sung hoặc giám định lại, khai quật tử thi, thực nghiệm điều tra, thay đổi hoặc yêu cầu thay đổi người giám định. Yêu cầu định giá, định giá lại tài sản, yêu cầu thay đổi người định giá tài sản. đ) Trực tiếp kiểm tra, xác minh nguồn tin về tội phạm và tiến hành các biện pháp điều tra; e) Kết luận điều tra vụ án; g) Quyết định tạm đình chỉ điều tra, đình chỉ điều tra, phục hồi điều tra vụ án, bị can; h) Ra các lệnh, quyết định và tiến hành các hoạt động tố tụng khác thuộc thẩm quyền của Cơ quan điều tra. 3. Khi được phân công tiến hành việc khởi tố, điều tra vụ án hình sự, Phó Thủ trưởng Cơ quan điều tra có những nhiệm vụ, quyền hạn quy định tại khoản 1 và khoản 2 Điều này, trừ quy định tại điểm b khoản 1 Điều này. Phó Thủ trưởng Cơ quan điều tra không được giải quyết khiếu nại, tố cáo về hành vi, quyết định của mình.",Luật Hình sự
"Quy định chi tiết Ủy ban thường vụ Quốc hội, Chính phủ, Tòa án nhân dân tối cao, Viện kiểm sát nhân dân tối cao trong phạm vi nhiệm vụ, quyền hạn của mình quy định chi tiết các điều, khoản được giao trong Luật. Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 10 thông qua ngày 25 tháng 11 năm 2015./.",Luật Khác
"Quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời Trong quá trình giải quyết vụ án, Toà án cấp phúc thẩm có quyền quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời theo quy định tại Chương V của Luật này.",Luật Khác
"Trường hợp kết quả giám định xác định người được tạm đình chỉ chấp hành án đã phục hồi sức khỏe thì cơ quan thi hành án hình sự Công an cấp huyện, cơ quan thi hành án hình sự cấp quân khu thực hiện việc đưa người đó đến nơi chấp hành án và thông báo cho Tòa án đã ra quyết định tạm đình chỉ. Trường hợp kết quả giám định xác định người đó mắc bệnh tâm thần, bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi thì cơ quan thi hành án hình sự Công an cấp huyện, cơ quan thi hành án hình sự cấp quân khu đề nghị Tòa án đã ra quyết định thi hành án để ra quyết định hủy quyết định tạm đình chỉ và áp dụng biện pháp tư pháp bắt buộc chữa bệnh. Chi phí giám định do cơ quan trưng cầu giám định chi trả. 6. Trong thời gian được tạm đình chỉ, người được tạm đình chỉ lại thực hiện hành vi phạm tội mới, bỏ trốn hoặc vi phạm pháp luật gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội thì Ủy ban nhân dân cấp xã nơi người được tạm đình chỉ cư trú, đơn vị quân đội được giao quản lý người tạm đình chỉ báo cáo cơ quan thi hành án hình sự Công an cấp huyện, cơ quan thi hành án hình sự cấp quân khu để thông báo cho Tòa án đã ra quyết định tạm đình chỉ. Trong thời hạn 03 ngày làm việc kể từ ngày nhận được thông báo, Tòa án đã ra quyết định tạm đình chỉ phải xem xét ra quyết định hủy quyết định tạm đình chỉ và gửi quyết định đó cho cơ quan thi hành án hình sự Công an cấp huyện, cơ quan thi hành án hình sự cấp quân khu, Viện kiểm sát cùng cấp. Trường hợp người được tạm đình chỉ bỏ trốn, cơ quan thi hành án hình sự Công an cấp tỉnh, cơ quan thi hành án hình sự cấp quân khu ra quyết định truy nã và tổ chức truy bắt.",Luật Hình sự
"Đưa người vào cơ sở bắt buộc chữa bệnh 1. Ngay sau khi nhận được quyết định áp dụng biện pháp tư pháp bắt buộc chữa bệnh, cơ quan đang giải quyết vụ án trong giai đoạn điều tra hoặc trại giam, trại tạm giam, cơ quan thi hành án hình sự Công an cấp huyện trong giai đoạn thi hành án có nhiệm vụ giao người bị bắt buộc chữa bệnh và hồ sơ kèm theo cho cơ sở chữa bệnh tâm thần được chỉ định theo quyết định của Viện kiểm sát hoặc quyết định của Tòa án, đồng thời sao gửi quyết định áp dụng biện pháp tư pháp bắt buộc chữa bệnh cho cơ quan quản lý thi hành án hình sự thuộc Bộ Công an, Bộ Quốc phòng. 2. Cơ sở chữa bệnh tâm thần được Viện kiểm sát hoặc Tòa án chỉ định có trách nhiệm tiếp nhận người bị bắt buộc chữa bệnh và hồ sơ kèm theo, lập biên bản giao nhận. Cơ quan có trách nhiệm đưa người vào cơ sở chữa bệnh tâm thần phải thông báo cho gia đình hoặc thân nhân của người bị bắt buộc chữa bệnh về nơi người đó đang chữa bệnh.",Luật Hình sự
"Quyết định của Tòa án trong giai đoạn xét xử 1. Sau khi thụ lý vụ án, nếu có căn cứ cho rằng bị can, bị cáo không có năng lực trách nhiệm hình sự thì Tòa án trưng cầu giám định pháp y tâm thần. 2. Căn cứ vào kết luận giám định, Tòa án có thể ra một trong những quyết định: a) Quyết định tạm đình chỉ hoặc đình chỉ vụ án và áp dụng biện pháp bắt buộc chữa bệnh; b) Trả hồ sơ để điều tra lại hoặc điều tra bổ sung; c) Miễn trách nhiệm hình sự hoặc miễn hình phạt và áp dụng biện pháp bắt buộc chữa bệnh; d) Đưa vụ án ra xét xử. 3. Ngoài quyết định áp dụng biện pháp bắt buộc chữa bệnh, Tòa án có thể giải quyết vấn đề bồi thường thiệt hại hoặc vấn đề khác liên quan đến vụ án.",Luật Hình sự
"Nguyên tắc ưu tiên 1. Người nộp đơn đăng ký sáng chế, kiểu dáng công nghiệp, nhãn hiệu có quyền yêu cầu hưởng quyền ưu tiên trên cơ sở đơn đầu tiên đăng ký bảo hộ cùng một đối tượng nếu đáp ứng các điều kiện sau đây: a) Đơn đầu tiên đã được nộp tại Việt Nam hoặc tại nước là thành viên của điều ước quốc tế có quy định về quyền ưu tiên mà Cộng hoà xã hội chủ nghĩa Việt Nam cũng là thành viên hoặc có thoả thuận áp dụng quy định như vậy với Việt Nam; b) Người nộp đơn là công dân Việt Nam, công dân của nước khác quy định tại điểm a khoản này cư trú hoặc có cơ sở sản xuất, kinh doanh tại Việt Nam hoặc tại nước khác quy định tại điểm a khoản này; c) Trong đơn có nêu rõ yêu cầu được hưởng quyền ưu tiên và có nộp bản sao đơn đầu tiên có xác nhận của cơ quan đã nhận đơn đầu tiên; d) Đơn được nộp trong thời hạn ấn định tại điều ước quốc tế mà Cộng hoà xã hội chủ nghĩa Việt Nam là thành viên. 2. Trong một đơn đăng ký sáng chế, kiểu dáng công nghiệp hoặc nhãn hiệu, người nộp đơn có quyền yêu cầu hưởng quyền ưu tiên trên cơ sở nhiều đơn khác nhau được nộp sớm hơn với điều kiện phải chỉ ra nội dung tương ứng giữa các đơn nộp sớm hơn ứng với nội dung trong đơn. 3. Đơn đăng ký sở hữu công nghiệp được hưởng quyền ưu tiên có ngày ưu tiên là ngày nộp đơn của đơn đầu tiên.",Luật Khác
"Tòa án phải căn cứ vào tài liệu, chứng cứ đã được xem xét tại phiên tòa, kết quả tranh tụng tại phiên tòa để phân tích, đánh giá, nhận định đầy đủ, khách quan về các tình tiết của vụ án, những căn cứ pháp luật, nếu vụ án thuộc trường hợp quy định tại khoản 2 Điều 4 của Bộ luật này thì còn phải căn cứ vào tập quán, tương tự pháp luật, những nguyên tắc cơ bản của pháp luật dân sự, án lệ hoặc lẽ công bằng, để chấp nhận hoặc không chấp nhận yêu cầu, đề nghị của đương sự, người bảo vệ quyền và lợi ích hợp pháp của đương sự và giải quyết các vấn đề khác có liên quan; c) Trong phần quyết định phải ghi rõ các căn cứ pháp luật, quyết định của Hội đồng xét xử về từng vấn đề phải giải quyết trong vụ án, về áp dụng biện pháp khẩn cấp tạm thời, án phí, chi phí tố tụng và quyền kháng cáo đối với bản án; trường hợp có quyết định phải thi hành ngay thì phải ghi rõ quyết định đó. 3. Khi xét xử lại vụ án mà bản án, quyết định đã bị hủy một phần hoặc toàn bộ theo quyết định giám đốc thẩm, tái thẩm thì Tòa án phải giải quyết vấn đề tài sản, nghĩa vụ đã được thi hành (nếu có) theo bản án, quyết định có hiệu lực pháp luật nhưng bị hủy và ghi rõ trong bản án.",Luật Dân sự
"Phạm vi điều chỉnh Luật này quy định những nguyên tắc cơ bản trong tố tụng hành chính; nhiệm vụ, quyền hạn và trách nhiệm của cơ quan tiến hành tố tụng, người tiến hành tố tụng; quyền và nghĩa vụ của người tham gia tố tụng, cá nhân, cơ quan, tổ chức có liên quan; trình tự, thủ tục khởi kiện, giải quyết vụ án hành chính, thi hành án hành chính và giải quyết khiếu nại, tố cáo trong tố tụng hành chính.",Luật Hành chính
"Khả năng áp dụng công nghiệp của sáng chế Sáng chế được coi là có khả năng áp dụng công nghiệp nếu có thể thực hiện được việc chế tạo, sản xuất hàng loạt sản phẩm hoặc áp dụng lặp đi lặp lại quy trình là nội dung của sáng chế và thu được kết quả ổn định. Mục 2. ĐIỀU KIỆN BẢO HỘ ĐỐI VỚI KIỂU DÁNG CÔNG NGHIỆP",Luật Khác
"Trường hợp không có người được ủy quyền thì các thành viên còn lại bầu một người trong số các thành viên tạm thời giữ chức Chủ tịch Hội đồng quản trị theo nguyên tắc đa số. 5. Khi xét thấy cần thiết, Chủ tịch Hội đồng quản trị tuyển dụng thư ký công ty để hỗ trợ Hội đồng quản trị và Chủ tịch Hội đồng quản trị thực hiện các nghĩa vụ thuộc thẩm quyền theo quy định của pháp luật và Điều lệ công ty. Thư ký công ty có các quyền và nghĩa vụ sau đây: a) Hỗ trợ tổ chức triệu tập họp Đại hội đồng cổ đông, Hội đồng quản trị; ghi chép các biên bản họp; b) Hỗ trợ thành viên Hội đồng quản trị trong việc thực hiện quyền và nghĩa vụ được giao; c) Hỗ trợ Hội đồng quản trị trong áp dụng và thực hiện nguyên tắc quản trị công ty; d) Hỗ trợ công ty trong xây dựng quan hệ cổ đông và bảo vệ quyền và lợi ích hợp pháp của cổ đông; đ) Hỗ trợ công ty trong việc tuân thủ đúng các nghĩa vụ cung cấp thông tin, công khai hóa thông tin và thủ tục hành chính; e) Quyền và nghĩa vụ khác theo quy định tại Điều lệ công ty. 6. Chủ tịch Hội đồng quản trị có thể bị bãi miễn theo quyết định của Hội đồng quản trị.",Luật Thương mại
"1. Đại diện cho thương nhân là việc một thương nhân nhận uỷ nhiệm (gọi là bên đại diện) của thương nhân khác (gọi là bên giao đại diện) để thực hiện các hoạt động thương mại với danh nghĩa, theo sự chỉ dẫn của thương nhân đó và được hưởng thù lao về việc đại diện. 2. Trong trường hợp thương nhân cử người của mình để làm đại diện cho mình thì áp dụng quy định của Bộ luật dân sự.",Luật Dân sự
"Giới hạn việc thực hiện quyền dân sự 1. Cá nhân, pháp nhân không được lạm dụng quyền dân sự của mình gây thiệt hại cho người khác, để vi phạm nghĩa vụ của mình hoặc thực hiện mục đích khác trái pháp luật. 2. Trường hợp cá nhân, pháp nhân không tuân thủ quy định tại khoản 1 Điều này thì Tòa án hoặc cơ quan có thẩm quyền khác căn cứ vào tính chất, hậu quả của hành vi vi phạm mà có thể không bảo vệ một phần hoặc toàn bộ quyền của họ, buộc bồi thường nếu gây thiệt hại và có thể áp dụng chế tài khác do luật quy định.",Luật Dân sự
"Khiếu nại, kiến nghị về quyết định áp dụng, thay đổi, hủy bỏ hoặc không áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời Đương sự có quyền khiếu nại, Viện kiểm sát có quyền kiến nghị với Chánh án Tòa án đang giải quyết vụ án về quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời hoặc việc Thẩm phán không quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời. Thời hạn khiếu nại, kiến nghị là 03 ngày làm việc, kể từ ngày nhận được quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời hoặc trả lời của Thẩm phán về việc không ra quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời.",Luật Khác
"Chi nhánh, văn phòng đại diện của pháp nhân 1. Chi nhánh, văn phòng đại diện là đơn vị phụ thuộc của pháp nhân, không phải là pháp nhân. 2. Chi nhánh có nhiệm vụ thực hiện toàn bộ hoặc một phần chức năng của pháp nhân. 3. Văn phòng đại diện có nhiệm vụ đại diện trong phạm vi do pháp nhân giao, bảo vệ lợi ích của pháp nhân. 4. Việc thành lập, chấm dứt chi nhánh, văn phòng đại diện của pháp nhân phải được đăng ký theo quy định của pháp luật và công bố công khai. 5. Người đứng đầu chi nhánh, văn phòng đại diện thực hiện nhiệm vụ theo ủy quyền của pháp nhân trong phạm vi và thời hạn được ủy quyền. 6. Pháp nhân có quyền, nghĩa vụ dân sự phát sinh từ giao dịch dân sự do chi nhánh, văn phòng đại diện xác lập, thực hiện.",Luật Dân sự
"Giải thích từ ngữ Trong Luật này, các từ ngữ dưới đây được hiểu như sau: 1. Bản sao là giấy tờ được sao từ sổ gốc hoặc được chứng thực từ bản chính bởi cơ quan, tổ chức có thẩm quyền hoặc đã được đối chiếu với bản chính. 2. Cá nhân nước ngoài là người mang giấy tờ xác định quốc tịch nước ngoài. 3. Cổ đông là cá nhân, tổ chức sở hữu ít nhất một cổ phần của công ty cổ phần. 4. Cổ đông sáng lập là cổ đông sở hữu ít nhất một cổ phần phổ thông và ký tên trong danh sách cổ đông sáng lập công ty cổ phần. 5. Cổ tức là khoản lợi nhuận ròng được trả cho mỗi cổ phần bằng tiền mặt hoặc bằng tài sản khác. 6. Công ty bao gồm công ty trách nhiệm hữu hạn, công ty cổ phần và công ty hợp danh. 7. Công ty trách nhiệm hữu hạn bao gồm công ty trách nhiệm hữu hạn một thành viên và công ty trách nhiệm hữu hạn hai thành viên trở lên. 8. Cổng thông tin quốc gia về đăng ký doanh nghiệp là cổng thông tin điện tử được sử dụng để đăng ký doanh nghiệp qua mạng thông tin điện tử, công bố thông tin về đăng ký doanh nghiệp và truy cập thông tin về đăng ký doanh nghiệp. 9. Cơ sở dữ liệu quốc gia về đăng ký doanh nghiệp là tập hợp dữ liệu về đăng ký doanh nghiệp trên phạm vi toàn quốc. 10. Doanh nghiệp là tổ chức có tên riêng, có tài sản, có trụ sở giao dịch, được thành lập hoặc đăng ký thành lập theo quy định của pháp luật nhằm mục đích kinh doanh. 11. Doanh nghiệp nhà nước bao gồm các doanh nghiệp do Nhà nước nắm giữ trên 50% vốn điều lệ, tổng số cổ phần có quyền biểu quyết theo quy định tại Điều 88 của Luật này. 12. Doanh nghiệp Việt Nam là doanh nghiệp được thành lập hoặc đăng ký thành lập theo quy định của pháp luật Việt Nam và có trụ sở chính tại Việt Nam.",Luật Thương mại
"Hiệu lực của Bộ luật hình sự đối với những hành vi phạm tội ở ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam 1. Công dân Việt Nam hoặc pháp nhân thương mại Việt Nam có hành vi phạm tội ở ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam mà Bộ luật này quy định là tội phạm, thì có thể bị truy cứu trách nhiệm hình sự tại Việt Nam theo quy định của Bộ luật này. Quy định này cũng được áp dụng đối với người không quốc tịch thường trú ở Việt Nam. 2. Người nước ngoài, pháp nhân thương mại nước ngoài phạm tội ở ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị truy cứu trách nhiệm hình sự theo quy định của Bộ luật này trong trường hợp hành vi phạm tội xâm hại quyền, lợi ích hợp pháp của công dân Việt Nam hoặc xâm hại lợi ích của nước Cộng hòa xã hội chủ nghĩa Việt Nam hoặc theo quy định của điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên. 3. Đối với hành vi phạm tội hoặc hậu quả của hành vi phạm tội xảy ra trên tàu bay, tàu biển không mang quốc tịch Việt Nam đang ở tại biển cả hoặc tại giới hạn vùng trời nằm ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì người phạm tội có thể bị truy cứu trách nhiệm hình sự theo quy định của Bộ luật này trong trường hợp điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên có quy định.",Luật Hình sự
"Các biện pháp khẩn cấp tạm thời 1. Các biện pháp khẩn cấp tạm thời sau đây được áp dụng đối với hàng hoá bị nghi ngờ xâm phạm quyền sở hữu trí tuệ, nguyên liệu, vật liệu, phương tiện sản xuất, kinh doanh hàng hoá đó: a) Thu giữ; b) Kê biên; c) Niêm phong; cấm thay đổi hiện trạng; cấm di chuyển; d) Cấm chuyển dịch quyền sở hữu. 2. Các biện pháp khẩn cấp tạm thời khác được áp dụng theo quy định của Bộ luật tố tụng dân sự.",Luật Dân sự
